network;comment;sitec;active;owner_id;owner_name;mail;Date;
10.84.127.0/24;IdAM Analytics - Amazon AWS eu-west-1;AWSE1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.240.40.0/24;IdAM - Test - ca-central-1;AWSU5;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.83.152.0/22;IdAM POC VPCs - us-east-1;AWSU1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.84.58.0/24;IdAM VPCs - POC - eu-west-1;AWSE1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.86.16.0/21;IdAM VPCs - Amzaon AWS ap-southeast-1 INC3349727;AWSA1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.86.198.0/24;IdAM - Test - ap-southeast-1;AWSA1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.240.38.0/24;IdAM - Production - ca-central-1;AWSU5;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.240.37.0/24;IdAM - Development - us-east-1;AWSU1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.84.48.0/22;IdAM POC VPCs - eu-west-1;AWSE1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.82.34.0/23;IdAM VPCs - Amazon AWS us-east-1 INC3349727;AWSU1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.86.73.0/24;IdAM Analytics - Amazon AWS ap-southeast-1;AWSA1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.82.99.0/24;IdAM VPC's - DevOps - us-east-1;AWSU1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.86.200.0/24;IdAM - Development - ap-southeast-1;AWSA1;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.84.24.0/23;IdAM - Production - eu-west-2;AWSE2;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.82.98.0/24;IdAM VPC's - DevOps - ca-central-1;AWSU5;FALSE;10;IDAM;iam.support@pearson.com;9.05.2023;
10.83.144.0/21;Nibiru - Admin - us-east-1;AWSU1;TRUE;11;Nibiru-DEV;;;
10.83.224.0/20;Nibiru - Development - us-west-2;AWSU4;TRUE;11;Nibiru-DEV;;;
10.83.128.0/20;Nibiru - Development - us-east-1;AWSU1;TRUE;11;Nibiru-DEV;;;
10.82.170.0/24;Nibiru - Development - us-east-1;AWSU1;FALSE;11;Nibiru-DEV;nibiruops@pearson.com;10.05.2023;
10.83.96.0/19;Nibiru Dev - us-east-1;AWSU1;TRUE;11;Nibiru-DEV;;;
10.83.208.0/24;Pearson Cloud Services (PCS) - Development  - us-east-1;AWSU1;FALSE;12;PCS-DEV;pcs@pearson.com;10.05.2023;Lisa Walton via email
10.242.124.0/25;Bitesize Modular Jenkins Server;AWSU1;FALSE;13;PCS-PRD;pcs@pearson.com;10.05.2023;17.05.2023
10.83.209.0/24;Pearson Cloud Services (PCS) - Production - us-east-1;AWSU1;TRUE;13;PCS-PRD;;;
10.82.97.0/24;GSAIR - Production - us-west-2;AWSU4;TRUE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.82.135.0/24;CISO - Prod - us-east-2;AWSU2;FALSE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.84.26.0/24;GSAIR - Production - eu-west-1;AWSE1;TRUE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.83.184.0/23;CISO - Production - us-east-1;AWSU1;TRUE;14;CISO-PRD;;;
10.82.96.0/24;GSAIR - Production - us-east-1;AWSU1;TRUE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.84.27.0/24;GSAIR - Production - eu-west-2;AWSE2;TRUE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.241.150.0/23;CISO - Production - us-east-1;AWSU1;TRUE;14;CISO-PRD;;;
10.82.142.0/23;CISO Prod - LogAnalytics - us-east-1;AWSU1;TRUE;14;CISO-PRD;;;
10.86.64.0/24;GSAIR - Production - ap-southeast-1;AWSA1;TRUE;14;CISO-PRD;gsairteam@pearson.com;10.05.2023;
10.82.59.0/24;Pearson English - Development - us-east-1;AWSU1;TRUE;18;PearsonEnglish-DEV;;;
10.240.88.0/22;Pearson-English - Development - us-east1;GCPU3;TRUE;18;PearsonEnglish-DEV;;;
10.249.86.0/24;Pearson-English - Development -us-central1;GCPU1;FALSE;18;PearsonEnglish-DEV;gsesoftwareservices@pearson.com;10.05.2023;
10.241.146.0/23;PearsonEnglish - Development - us-east1;GCPU3;TRUE;18;PearsonEnglish-DEV;;;
10.82.100.0/24;Pearson English - us-east-1;AWSU1;TRUE;18;PearsonEnglish-DEV;;;
10.248.6.0/23;PearsonEnglish - Development - us-east1;GCPU1;TRUE;18;PearsonEnglish-DEV;;;
10.168.196.0/24;Global English - Pearson English - AWS us-east-1;AWSU1;FALSE;18;PearsonEnglish-DEV;gsesoftwareservices@pearson.com;10.05.2023;
10.168.197.0/24;Global English - Pearson English - AWS us-west-2;AWSU1;FALSE;18;PearsonEnglish-DEV;gsesoftwareservices@pearson.com;10.05.2023;
10.82.60.0/24;Pearson English - Production - us-west-2;AWSU4;TRUE;18;PearsonEnglish-DEV;;;
10.85.240.0/20;"UK Qualifications - Development - 	eu-west-2";AWSE2;TRUE;20;PQS-DEV;;;
10.84.88.0/21;UK Quals - Development - eu-west-2;AWSE2;FALSE;20;PQS-DEV;hellaby-applicationsupport@edexcel.com;10.05.2023;
10.84.80.0/21;UK Quals - Production - eu-west-2;AWSE2;TRUE;21;PQS-PRD;hellaby-applicationsupport@edexcel.com;10.05.2023;
10.85.96.0/19;PQS - Production - eu-west-2;AWSE2;TRUE;21;PQS-PRD;;;
10.83.240.0/20;PMC - AWS DEV US block 2;AWSU4;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.241.206.0/23;PMC-DEV-ca-central-1;AWSU5;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.172.0/22;PMC-DEV - eu-west-1;AWSE1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.228.0/23;PMC - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.85.142.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.243.196.0/23;PMC-DEV;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.244.48.0/23;PMC - Development - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.85.148.0/23;PMC-DEV - eu-west-1;AWSE1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.248.52.0/22;PMC-DEV(STG4) - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.154.0/23;PMC-DEV - eu-central-1;AWSE3;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.208.0/23;PMC-DEV - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.86.246.0/23;PMC-DEV - ap-southeast-1;AWSA1;TRUE;22;PMC-DEV;;;
10.86.208.0/20;PMC - Development - ap-southeast-1;AWSA1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.242.255.0/24;PMC-Gold - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.188.0/23;PMC-DEV - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.244.104.0/21;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.243.226.0/23;PMC - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.242.254.0/24;PMC-Gold - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.84.64.0/20;PMC - Gold - non-PRD - Amazon - eu-west-1;AWSE1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.140.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.243.194.0/23;PMC-DEV;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.176.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.243.232.0/23;PMC - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.244.14.0/23;PMC - Development - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.244.192.0/23;PMC - Development - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.249.222.0/23;PMC-DEV - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.83.160.0/20;PMC - Gold - non-PRD - Amazon - US;AWSU4;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.158.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.242.188.0/23;PMC-Gold - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.243.10.0/24;PMC-Gold - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.234.0/24;PMC - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.246.156.0/23;PMC-DEV - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.132.0/23;PMC - Gold - non-PRD - Amazon - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.85.170.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.243.154.0/23;PMC-DEV - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.243.192.0/23;PMC-DEV - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.243.230.0/23;PMC - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.241.182.0/23;PMC-Gold - Development - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.243.166.0/23;PMC-DEV - ca-central-1;AWSU5;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.84.144.0/20;PMC - Dev EU block 2;AWSE1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.244.158.0/23;PMC - Gold - dev2 - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.85.150.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.85.156.0/23;PMC-DEV - eu-central-1;AWSE3;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.210.0/23;PMC-DEV - us-east-1;AWSU1;TRUE;22;PMC-DEV;;;
10.85.160.0/23;PMC-DEV - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.242.186.0/23;PMC-Gold - Development - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.246.154.0/23;PMC-DEV - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.243.217.0/24;PMC-DEV - us-east-1;AWSU1;FALSE;22;PMC-DEV;pmc-devops@pearson.com;10.05.2023;
10.85.130.0/23;PMC - Gold - non-PRD - Amazon - eu-west-1;AWSE1;TRUE;22;PMC-DEV;;;
10.82.112.0/20;PMC - Production - us-west-2;AWSU4;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.85.134.0/23;PMC-PRD - eu-west-1;AWSE1;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.84.96.0/20;PMC - Production - eu-west-1;AWSE1;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.86.224.0/20;PMC - Production - ap-southeast-1;AWSA1;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.241.238.0/23;PMC-PRD - ca-central-1;AWSU5;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.243.212.0/23;PMC-PRD - us-east-1;AWSU1;TRUE;23;PMC-PRD;;;
10.85.18.0/23;cio-production;AWSE1;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.243.168.0/23;PMC-PRD - ca-central-1;AWSU5;FALSE;23;PMC-PRD;pmc-devops@pearson.com;10.05.2023;
10.82.224.0/23;PMC - PRODUCTION - eu-west-1;AWSU1;TRUE;23;PMC-PRD;;;
10.82.62.0/24;SoA - Development - us-east-2;AWSU2;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.83.62.0/24;SOA - Development - us-east-1;AWSU1;TRUE;24;EDW-SoA-DEV;;;
10.84.118.0/23;SoA - Development - eu-west-2;AWSE2;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.241.148.0/23;SoA - Development - us-east-1;AWSU1;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.240.45.0/24;SoA-Dev - us-west-2;AWSU4;TRUE;24;EDW-SoA-DEV;;;
10.86.13.0/24;India compliance project - ap-southeast-1;AWSA1;TRUE;24;EDW-SoA-DEV;;;
10.86.12.0/27;India compliance project - ap-southeast-1;AWSA1;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.86.74.0/23;SoA - Development - ap-southeast-2;AWSA2;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.242.125.0/24;obiee-environment - prod -- us-east-1;AWSU1;TRUE;24;EDW-SoA-DEV;;;
10.82.61.0/24;SoA - Development - us-east-1;AWSU1;TRUE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.82.245.0/24;SOA-Dev - Development - us-east-2;AWSU2;FALSE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.82.104.0/23;SoA - Development - us-east-1;AWSU1;TRUE;24;EDW-SoA-DEV;sofa.service@pearson.com;29.05.2023;
10.82.52.0/23;CISO APPSEC VPCs us-east-1 TOP-757;AWSU1;FALSE;25;CISO-DEV;securityengineering@pearson.com;29.05.2023;
10.82.102.0/23;CISO - Development - us-east-1;AWSU1;TRUE;25;CISO-DEV;;;
10.84.56.0/23;CISO - Development - eu-west-2;AWSE2;FALSE;25;CISO-DEV;securityengineering@pearson.com;29.05.2023;
10.85.180.0/23;IBM Integration for project Mojo - Development- eu-west-1;AWSE1;TRUE;30;ESB-DEV;;;
10.245.32.0/20;ESB-DEV - Development 2 - eu-west-1;AWSE1;TRUE;30;ESB-DEV;;;
10.82.108.0/23;Global Integration Services - UAT - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.245.0.0/20;ESB-DEV - Development - eu-west1;AWSE1;TRUE;30;ESB-DEV;;;
10.84.116.0/24;Global Integration Services - Development - eu-west-1;AWSE1;TRUE;30;ESB-DEV;;;
10.86.68.0/23;Global Integration Services - UAT - ap-southeast-2;AWSA2;TRUE;30;ESB-DEV;;;
10.82.110.0/24;Global Integration Services - Development - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.250.176.0/21;ESB-DEV - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.247.148.0/23;Global Integration Services - UAT2 - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.247.84.0/23;Global Integration Services - Development 2 - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.251.0.0/20;Global Integration Services - UAT - us-east-1;AWSU1;TRUE;30;ESB-DEV;;;
10.84.114.0/23;Global Integration Services - UAT1 - eu-west-1;AWSE1;TRUE;30;ESB-DEV;;;
10.86.70.0/24;Global Integration Services - Development - ap-southeast-2;AWSA2;FALSE;30;ESB-DEV;ptxcawsesbetlteam@pearson.com;29.05.2023;Wait till 06.07.2023
10.244.98.0/23;Global Integration Services - UAT2 - eu-west-1;AWSE1;TRUE;30;ESB-DEV;;;
10.84.112.0/23;Global Integration Services - Production - eu-west-1;AWSE1;TRUE;31;ESB-PRD;;;
10.245.64.0/20;Global Integration Services - Production - eu-west-1;AWSE1;TRUE;31;ESB-PRD;;;
10.247.206.0/23;Global Integration Services - Production - us-east-1;AWSU1;TRUE;31;ESB-PRD;;;
10.82.106.0/23;Global Integration Services - Production - us-east-1;AWSU1;TRUE;31;ESB-PRD;;;
10.251.32.0/20;Global Integration Services - Production - us-east-1;AWSU1;TRUE;31;ESB-PRD;;;
10.86.66.0/23;Global Integration Services - Production - ap-southeast-2;AWSA2;TRUE;31;ESB-PRD;;;
10.244.100.0/23;Global Integration Services - Production - eu-west-1;AWSE1;TRUE;31;ESB-PRD;;;
10.84.126.0/24;CISO - 3rd party POC - eu-west-1;AWSE1;FALSE;35;PCS-POC;pcs@pearson.com;29.05.2023;Lisa Walton via email
10.83.221.0/24;Pearson Cloud Services (PCS) - CISO 3rd-party GW POC;AWSU1;FALSE;35;PCS-POC;pcs@pearson.com;29.05.2023;5.06.2023
10.83.210.0/24;Pearson Cloud Services (PCS) - POC - us-east-1;AWSU1;TRUE;35;PCS-POC;;;
10.82.63.0/24;NaaS Demo in PCS-POC - us-east-2;AWSU2;TRUE;35;PCS-POC;pcs@pearson.com;29.05.2023;
10.84.59.0/24;Pearson Cloud Services (PCS) - CISO 3rd-party GW POC;AWSE1;FALSE;35;PCS-POC;pcs@pearson.com;29.05.2023;
10.82.144.0/20;Enterprise Data Management System (EDMS) - Production - us-east-1;AWSU1;TRUE;36;EDMS-PRD;cmsops@pearson.com;29.05.2023;
10.83.63.0/24;SOA - Production - us-east-1;AWSU1;FALSE;37;EDW-SoA-PRD;sofa.service@pearson.com;29.05.2023;
10.240.54.0/24;SOA-PRD - us-east-1;AWSU1;TRUE;37;EDW-SoA-PRD;;;
10.241.222.0/23;SoA - Production - us-east-1;AWSU1;TRUE;37;EDW-SoA-PRD;;;
10.82.111.0/24;SoA - Production - us-east-1;AWSU1;TRUE;37;EDW-SoA-PRD;;;
10.82.160.0/22;Versant - UAT - us-west-2;AWSU4;TRUE;38;Versant-DEV;;;
10.243.216.0/24;EACP-DEV - us-east-1;AWSU1;TRUE;40;EACP-DEV;;;
10.241.141.0/24;EACP-Dev-Portal - Development - us-east-1;AWSU1;FALSE;40;EACP-DEV;pcs@pearson.com;29.05.2023;Rajnivas Karunakaran via IM 06.06.2023
10.83.211.0/24;Pearson Cloud Services (PCS) - EACP - us-east-1;AWSU1;TRUE;40;EACP-DEV;;;
10.247.126.0/24;Robotics Process Automation - Development - us-east-1;AWSU1;TRUE;41;RPA-DEV;RPA-ENV-SUPP@Pearson.com;29.05.2023;
10.84.117.0/24;Robotics Process Automation - Development;AWSE1;TRUE;41;RPA-DEV;;;
10.83.220.0/24;EACP Developer Portal;AWSU1;TRUE;42;EACP-PRD;;;
10.241.142.0/24;EACP-Dev-Portal - Production - us-east-1;AWSU1;FALSE;42;EACP-PRD;raj.karunakaran@pearson.com;29.05.2023;
10.85.26.0/24;GWS - Development - North Europe;AZRE1;TRUE;43;GWS-DEV;;;
10.83.54.0/24;GWS Active Directory - Development - Central US;AZRU4;TRUE;43;GWS-DEV;;;
10.83.52.0/25;GWS AWS Active Directory - Dev - us-east-1;AWSU1;FALSE;43;GWS-DEV;activeDirectoryTeam@pearson.com;29.05.2023;Steve Underdahl via Channel 
10.87.48.0/23;GWS Active Directory - Development - Southeast Asia;AZRA1;TRUE;43;GWS-DEV;;;
10.250.88.0/24;DWS-Site-Recovery - Development - Virginia;AZRU1;TRUE;43;GWS-DEV;;29.05.2023;
10.86.76.0/25;GWS AWS Active Directory - Dev - ap-southeast-1;AWSA1;FALSE;43;GWS-DEV;activeDirectoryTeam@pearson.com;29.05.2023;12.06.2023
10.83.53.0/24;GWS Active Directory - Development - Central US;AZRU4;TRUE;43;GWS-DEV;;;
10.244.210.0/24;DWS-Site-Recovery - Development - UK South;AZRE2;TRUE;43;GWS-DEV;;29.05.2023;
